sample_id	raw total sequences	filtered sequences	sequences	is sorted	1st fragments	last fragments	reads mapped	reads mapped and paired	reads unmapped	reads properly paired	reads paired	reads duplicated	reads MQ0	reads QC failed	non-primary alignments	total length	total first fragment length	total last fragment length	bases mapped	bases mapped (cigar)	bases trimmed	bases duplicated	mismatches	error rate	average length	average first fragment length	average last fragment length	maximum length	maximum first fragment length	maximum last fragment length	average quality	insert size average	insert size standard deviation	inward oriented pairs	outward oriented pairs	pairs with other orientation	pairs on different chromosomes	percentage of properly paired reads (%)	avg_depth	stdev_depth	num_ht_sites
NG-28050_7_23_lib499533_7589_2	7825617	0	7825617	1	3910103	3915514	7203812	7097286	621805	7050922	7676855	0	104093	0	327	1181668167	590425553	591242614	1087775612	1086499012	0	0	22861555	2.104149e-02	151	151	151	151	151	151	35.3	362.9	110.0	3522174	18821	7648	0	90.1	374.20027292593346	114.37326814275427	930
NG-28050_7_24_lib499534_7589_2	9300612	0	9300612	1	4644971	4655641	8561506	8468022	739106	8398272	9177470	0	109342	0	615	1404392412	701390621	703001791	1292787406	1291376684	0	0	25646692	1.985996e-02	151	151	151	151	151	151	35.4	372.6	123.4	4197651	18429	17931	0	90.3	444.77817791449723	187.87035977986616	690
NG-28050_7_25_lib499535_7613_1	9945885	0	9945885	1	4972387	4973498	9369194	9344368	576691	9325146	9907765	0	297582	0	412	1501828635	750830437	750998198	1414748294	1413874190	0	0	5561201	3.933307e-03	151	151	151	151	151	151	35.7	284.8	73.5	4624842	42313	5029	0	93.8	487.08407338338236	221.30077789674579	364
NG-28050_7_26_lib499536_7589_2	9723992	0	9723992	1	4856928	4867064	8868960	8759696	855032	8707076	9561119	0	147813	0	465	1468322792	733396128	734926664	1339212960	1337738260	0	0	27910138	2.086368e-02	151	151	151	151	151	151	35.3	399.8	124.6	4355709	15293	8846	0	89.5	460.7369186241804	138.94786749623955	696
NG-28050_7_27_lib499537_7589_2	9984141	0	9984141	1	4985836	4998305	9218860	9149280	765281	9099952	9873239	0	155952	0	467	1507605291	752861236	754744055	1392047860	1390787654	0	0	21814688	1.568513e-02	151	151	151	151	151	151	35.5	338.6	104.7	4537235	29460	7945	0	91.1	479.0313279145489	143.7127246481399	637
NG-28050_7_28_lib499538_7589_2	8966406	0	8966406	1	4478072	4488334	8349555	8257998	616851	8207896	8838447	0	148277	0	431	1353927306	676188872	677738434	1260782805	1259596743	0	0	22940338	1.821245e-02	151	151	151	151	151	151	35.3	379.0	120.0	4105224	15551	8224	0	91.5	433.83681013594963	136.41094341239435	687
NG-28050_7_29_lib499539_7589_2	9205082	0	9205082	1	4596307	4608775	8667301	8582848	537781	8545744	9089583	0	115812	0	429	1389967382	694042357	695925025	1308762451	1307355688	0	0	26120490	1.997964e-02	151	151	151	151	151	151	35.3	361.7	115.4	4269356	17567	4501	0	92.8	450.2844703352386	138.91945023692784	490
NG-28050_7_2_lib499512_7589_2	8438805	0	8438805	1	4216776	4222029	7839867	7733500	598938	7671850	8291503	0	106452	0	423	1274259555	636733176	637526379	1183819917	1182472565	0	0	24603106	2.080649e-02	151	151	151	151	151	151	35.5	358.9	110.9	3835393	18467	12890	0	90.9	407.25263288085694	134.00430565588536	768
NG-28050_7_30_lib499540_7589_2	9952188	0	9952188	1	4969963	4982225	9353478	9255642	598710	9195246	9805584	0	131694	0	459	1502780388	750464413	752315975	1412375178	1410761266	0	0	29362343	2.081312e-02	151	151	151	151	151	151	35.5	369.5	116.2	4598349	20856	8616	0	92.4	485.8805626918311	159.97550169283235	807
NG-28050_7_31_lib499541_7589_2	9231509	0	9231509	1	4611302	4620207	8581588	8486932	649921	8419644	9090899	0	108633	0	479	1393957859	696306602	697651257	1295819788	1294322560	0	0	26306190	2.032429e-02	151	151	151	151	151	151	35.4	353.8	107.6	4198989	29567	14910	0	91.2	445.7873778818371	158.0410985031884	513
NG-28050_7_32_lib499542_7589_2	9084565	0	9084565	1	4537343	4547222	8458254	8365620	626311	8309652	8952741	0	101419	0	564	1371769315	685138793	686630522	1277196354	1275664833	0	0	25979446	2.036542e-02	151	151	151	151	151	151	35.3	345.7	105.6	4143128	27017	12665	0	91.5	439.3642382965177	188.169626426147	485
NG-28050_7_33_lib499543_7589_2	8860130	0	8860130	1	4425538	4434592	8319863	8218858	540267	8163550	8722123	0	116638	0	470	1337879630	668256238	669623392	1256299313	1254767096	0	0	25607021	2.040779e-02	151	151	151	151	151	151	35.5	325.2	99.6	4065990	30933	12506	0	92.1	432.1595879445425	144.12575766688946	747
NG-28050_7_34_lib499544_7590_2	7342912	0	7342912	1	3672931	3669981	6813217	6723606	529695	6695210	7230667	0	115693	0	303	1108779712	554612581	554167131	1028795767	1027602329	0	0	20811513	2.025250e-02	151	151	151	151	151	151	35.3	350.8	93.3	3336814	18413	6576	0	91.2	353.94623476246795	130.77001082912557	481
NG-28050_7_35_lib504963_7614_4	15787295	0	15787295	1	7886127	7901168	14597160	14510000	1190135	14413762	15597281	0	193075	0	966	2383881545	1190805177	1193076368	2204171160	2201248700	0	0	47251597	2.146581e-02	151	151	151	151	151	151	35.3	322.0	91.0	7186054	50111	18835	0	91.3	758.1258618509697	332.61640568511007	805
NG-28050_7_36_lib499546_7589_2	10583664	0	10583664	1	5286912	5296752	9448597	9329532	1135067	9222314	10388464	0	118130	0	520	1598133264	798323712	799809552	1426738147	1425004082	0	0	30186159	2.118321e-02	151	151	151	151	151	151	35.3	420.2	123.3	4608522	30506	25738	0	87.1	490.78185218246006	156.60533538838718	744
NG-28050_7_37_lib499547_7589_2	8821160	0	8821160	1	4408206	4412954	8099613	7987792	721547	7910438	8661510	0	93458	0	475	1331995160	665639106	666356054	1223041563	1221578629	0	0	25061787	2.051590e-02	151	151	151	151	151	151	35.3	363.8	117.6	3949835	24887	19174	0	89.7	420.7219879701745	247.31147830326287	785
NG-28050_7_38_lib504964_7614_4	13223990	0	13223990	1	6607918	6616072	11967668	11876060	1256322	11791738	13061416	0	168537	0	657	1996822490	997795618	999026872	1807117868	1804472861	0	0	38295393	2.122248e-02	151	151	151	151	151	151	35.3	306.2	97.6	5849755	69197	19078	0	89.2	621.4888550650292	212.75720138563912	886
NG-28050_7_39_lib499549_7589_2	9252125	0	9252125	1	4622029	4630096	8272627	8172908	979498	8113438	9100949	0	141357	0	428	1397070875	697926379	699144496	1249166677	1247580753	0	0	25868334	2.073480e-02	151	151	151	151	151	151	35.5	318.8	99.1	4041038	32368	13048	0	87.7	429.67611284843105	144.58430889899773	836
NG-28050_7_3_lib499513_7589_2	8396587	0	8396587	1	4194119	4202468	7844406	7740746	552181	7681780	8248897	0	111858	0	321	1267884637	633311969	634572668	1184505306	1183145537	0	0	24123218	2.038905e-02	151	151	151	151	151	151	35.4	379.8	124.0	3841521	19794	9058	0	91.5	407.48487762258844	266.38019880550837	796
NG-28050_7_40_lib499550_7589_2	8029178	0	8029178	1	4012340	4016838	7342277	7244048	686901	7190558	7882676	0	93025	0	437	1212405878	605863340	606542538	1108683827	1107429662	0	0	22014039	1.987850e-02	151	151	151	151	151	151	35.5	344.9	106.7	3585918	23407	12699	0	89.6	381.4147447529283	166.26469442275524	503
NG-28050_7_41_lib499551_7589_2	7690448	0	7690448	1	3842310	3848138	6843229	6729920	847219	6660906	7538447	0	83334	0	447	1161257648	580188810	581068838	1033327579	1032165318	0	0	21317749	2.065342e-02	151	151	151	151	151	151	35.2	413.9	131.0	3333426	12622	18912	0	86.6	355.4969746287749	137.08780521887456	705
NG-28050_7_42_lib499552_7589_2	9012049	0	9012049	1	4500450	4511599	8443014	8326346	569035	8268552	8857349	0	128723	0	443	1360819399	679567950	681251449	1274895114	1273415890	0	0	27634279	2.170091e-02	151	151	151	151	151	151	35.1	406.9	124.1	4138944	14578	9651	0	91.7	438.5773640977338	149.55514837402507	706
NG-28050_7_4_lib503327_7590_2	6463677	0	6463677	1	3232496	3231181	6036812	5929268	426865	5892588	6334893	0	88400	0	294	976015227	488106896	487908331	911558612	910438716	0	0	20319604	2.231847e-02	151	151	151	151	151	151	35.2	394.4	125.9	2946863	12552	5219	0	91.2	313.55923805363363	97.82908856866106	712
NG-28050_7_5_lib499515_7589_2	9674192	0	9674192	1	4830726	4843466	8475126	8379736	1199066	8333886	9503560	0	125127	0	410	1460802992	729439626	731363366	1279744026	1278198160	0	0	26735729	2.091673e-02	151	151	151	151	151	151	35.4	339.1	105.7	4159775	24292	5801	0	86.1	440.2269440115978	245.58239246275798	919
NG-28050_7_6_lib499516_7589_2	7877894	0	7877894	1	3936026	3941868	7277658	7175130	600236	7133594	7736668	0	106176	0	346	1189561994	594339926	595222068	1098926358	1097669519	0	0	23119055	2.106195e-02	151	151	151	151	151	151	35.4	365.5	111.5	3567335	15066	5164	0	90.6	378.0478312861592	119.2566368611019	766
NG-28050_7_7_lib499517_7589_2	8617770	0	8617770	1	4303491	4314279	8000840	7913308	616930	7872040	8497828	0	113630	0	354	1301283270	649827141	651456129	1208126840	1206890671	0	0	24057278	1.993327e-02	151	151	151	151	151	151	35.4	349.4	104.4	3938376	12554	5724	0	91.3	415.6858702433905	130.6959955873095	491
NG-28050_7_8_lib508062_7625_2	13831266	0	13831266	1	6903677	6927589	12689063	12615824	1142203	12553186	13681363	0	175108	0	630	2088521166	1042455227	1046065939	1916048513	1913790535	0	0	36351270	1.899438e-02	151	151	151	151	151	151	35.8	322.2	107.1	6243088	53973	10851	0	90.8	659.1480976318284	278.9318849503459	597
NG-28050_7_9_lib499519_7589_2	9460041	0	9460041	1	4724651	4735390	8744704	8637534	715337	8578862	9308258	0	137572	0	371	1428466191	713422301	715043890	1320450304	1318844693	0	0	27576948	2.090993e-02	151	151	151	151	151	151	35.3	356.0	114.7	4281880	27371	9516	0	90.7	454.2222492859035	162.22665873299098	31790
NG-29307_2_100_lib568923_7882_2	11253613	0	11253613	1	5617269	5636344	10446706	10362138	806907	10335612	11115759	0	138085	0	516	1699295563	848207619	851087944	1577452606	1574949264	0	0	34022286	2.160215e-02	151	151	151	151	151	151	34.9	281.0	77.9	5115670	61784	3615	0	91.8	542.4448637592463	170.9289266966173	674
NG-29307_2_101_lib568924_7882_2	7925003	0	7925003	1	3958424	3966579	7276690	7171350	648313	7142450	7783838	0	96986	0	326	1196675453	597722024	598953429	1098780190	1097185893	0	0	24055159	2.192442e-02	151	151	151	151	151	151	34.8	320.7	90.7	3551534	29576	4565	0	90.1	377.88451808521893	108.01282567343465	782
NG-29307_2_14_lib572946_7920_1	6574887	0	6574887	1	3280479	3294408	6264323	6191298	310564	6156376	6485670	0	96289	0	251	992807937	495352329	497455608	945912773	944999420	0	0	13603176	1.439490e-02	151	151	151	151	151	151	35.5	320.5	100.9	3066977	24064	4608	0	93.6	325.48979421687795	78.67315934961229	567
NG-29307_2_18_2_lib568959_7882_2	11005749	0	11005749	1	5495561	5510188	9959036	9879194	1046713	9844854	10879697	0	117761	0	612	1661868099	829829711	832038388	1503814436	1501623972	0	0	30215040	2.012158e-02	151	151	151	151	151	151	34.9	289.8	80.5	4880156	51979	7462	0	89.5	517.2038224789405	243.77291792621682	3408
NG-29307_2_19_lib568947_7882_2	8572717	0	8572717	1	4281366	4291351	7640634	7534142	932083	7501404	8415734	0	93624	0	308	1294480267	646486266	647994001	1153735734	1152105407	0	0	25181299	2.185677e-02	151	151	151	151	151	151	34.8	329.3	92.4	3733951	28174	4946	0	87.5	396.8016243261689	108.74551172147892	857
NG-29307_2_27_lib572947_7920_1	9395720	0	9395720	1	4689385	4706335	8706848	8617198	688872	8571294	9269296	0	133542	0	361	1418753720	708097135	710656585	1314734048	1312997848	0	0	25227491	1.921366e-02	151	151	151	151	151	151	35.5	319.0	108.5	4263205	38883	6511	0	91.2	452.21941598260054	122.33631731358133	784
NG-29307_2_28_lib572948_7920_1	10448736	0	10448736	1	5211401	5237335	9629629	9533456	819107	9475886	10303590	0	166444	0	425	1577759136	786921551	790837585	1454073979	1452277352	0	0	28041007	1.930830e-02	151	151	151	151	151	151	35.5	322.7	101.6	4722264	35714	8750	0	90.7	500.18452886858387	137.71062225243517	859
NG-29307_2_32_lib572949_7920_1	7863883	0	7863883	1	3926618	3937265	7348889	7255824	514994	7218580	7741187	0	85599	0	320	1187446333	592919318	594527015	1109682239	1108274424	0	0	21449431	1.935390e-02	151	151	151	151	151	151	35.6	312.2	94.7	3593918	28843	5151	0	91.8	381.7089742057087	104.82369781733814	630
NG-29307_2_33_lib568951_7882_2	10166883	0	10166883	1	5076833	5090050	9690414	9623672	476469	9587908	10069463	0	146778	0	483	1535199333	766601783	768597550	1463252514	1461550390	0	0	23784224	1.627328e-02	151	151	151	151	151	151	34.9	297.5	83.9	4757601	47220	7015	0	94.3	503.4097161907918	150.48661498951623	603
NG-29307_2_34_lib568952_7882_2	8034807	0	8034807	1	4013046	4021761	7510271	7411624	524536	7381704	7905010	0	95431	0	323	1213255857	605969946	607285911	1134050921	1132457100	0	0	24520998	2.165292e-02	151	151	151	151	151	151	34.8	322.7	91.2	3672453	28834	4525	0	91.9	390.0327190719829	105.8570075477768	661
NG-29307_2_36_lib568953_7882_2	9330974	0	9330974	1	4658935	4672039	8691752	8587792	639222	8542476	9178435	0	104895	0	395	1408977074	703499185	705477889	1312454552	1310471233	0	0	28937672	2.208188e-02	151	151	151	151	151	151	34.7	319.6	90.7	4245405	37776	10715	0	91.5	451.33692227605485	182.4543929923551	800
NG-29307_2_37_lib572443_7903_4	7083586	0	7083586	1	3538193	3545393	6442124	6332704	641462	6282270	6928543	0	86957	0	272	1069621486	534267143	535354343	972760724	971565994	0	0	19629417	2.020389e-02	151	151	151	151	151	151	35.4	360.8	111.6	3141934	14196	10222	0	88.7	334.6117733674313	146.77658239480473	953
NG-29307_2_38_lib568955_7882_2	9999572	0	9999572	1	4993355	5006217	9406142	9316870	593430	9284988	9866102	0	114621	0	441	1509935372	753996605	755938767	1420327442	1418283340	0	0	30231672	2.131568e-02	151	151	151	151	151	151	34.9	302.3	85.6	4609783	43267	5385	0	92.9	488.4721177667479	152.0367347053117	630
NG-29307_2_39_lib568956_7882_2	10443192	0	10443192	1	5215283	5227909	9716176	9621746	727016	9592992	10297369	0	119660	0	532	1576921992	787507733	789414259	1467142576	1464763516	0	0	33640783	2.296670e-02	151	151	151	151	151	151	34.5	290.9	82.3	4756179	49414	5280	0	91.9	504.4940934376851	163.7108450561084	629
NG-29307_2_40_lib568957_7882_2	9849059	0	9849059	1	4917996	4931063	9179349	9088694	669710	9052114	9713499	0	114168	0	394	1487207909	742617396	744590513	1386081699	1384227132	0	0	28940338	2.090722e-02	151	151	151	151	151	151	34.8	316.0	89.7	4501604	35400	7343	0	91.9	476.7560265401694	143.1740802489488	468
NG-29307_2_73_lib568958_7882_2	11030374	0	11030374	1	5506765	5523609	10089669	9995532	940705	9956690	10881318	0	119194	0	505	1665586474	831521515	834064959	1523540019	1521395296	0	0	33192745	2.181730e-02	151	151	151	151	151	151	34.8	314.4	87.0	4950883	38402	8481	0	90.3	523.9964249527754	165.7115992451148	660
NG-29307_2_99_lib568922_7882_2	10960219	0	10960219	1	5472529	5487690	10007731	9922890	952488	9889412	10830467	0	118346	0	449	1654993069	826351879	828641190	1511167381	1508846782	0	0	31566198	2.092075e-02	151	151	151	151	151	151	34.9	281.9	79.8	4893194	61114	7137	0	90.2	519.678914111704	151.1827268999614	535
NG-29307_3_27_lib568925_7910_4	539930	0	539930	1	270016	269914	498839	482400	41091	481320	522211	0	12714	0	19	81529430	40772416	40757014	75324689	75206332	0	0	1370938	1.822902e-02	151	151	151	151	151	151	36.0	282.8	77.7	237644	3387	169	0	89.1	25.902674102250415	10.237623035346797	722
NG-29307_3_28_lib568926_7882_2	10917443	0	10917443	1	5449625	5467818	10201601	10108216	715842	10077894	10775081	0	121270	0	480	1648533893	822893375	825640518	1540441751	1538191143	0	0	33376738	2.169869e-02	151	151	151	151	151	151	34.8	308.1	83.8	5004534	44776	4798	0	92.3	529.7817181655602	154.93938784592976	701
NG-29307_3_29_lib568927_7882_2	9648794	0	9648794	1	4817795	4830999	8840741	8758442	808053	8734180	9529378	0	107919	0	409	1456967894	727487045	729480849	1334951891	1333044731	0	0	27196346	2.040168e-02	151	151	151	151	151	151	34.9	296.9	80.2	4331969	43184	4068	0	90.5	459.13481411098047	143.6535128551251	583
NG-29307_3_30_lib568928_7882_2	11893182	0	11893182	1	5937916	5955266	10587285	10501998	1305897	10473118	11747333	0	185151	0	437	1795870482	896625316	899245166	1598680035	1596220835	0	0	33355413	2.089649e-02	151	151	151	151	151	151	34.9	282.1	79.3	5184239	62418	4342	0	88.1	549.7767798667342	145.12590613634285	767
NG-29307_3_31_lib568929_7882_2	9855950	0	9855950	1	4921624	4934326	9633701	9609766	222249	9590096	9823427	0	193829	0	406	1488248450	743165224	745083226	1454688851	1453703737	0	0	7514669	5.169326e-03	151	151	151	151	151	151	34.9	303.3	85.5	4755309	45302	4272	0	97.3	500.80980107964564	84.39513064648206	252
NG-29307_3_32_lib568930_7882_2	9143895	0	9143895	1	4565692	4578203	8615435	8535180	528460	8510144	9036363	0	108594	0	418	1380728145	689419492	691308653	1300930685	1298897511	0	0	26576208	2.046059e-02	151	151	151	151	151	151	34.8	277.3	78.0	4208490	54938	4162	0	93.1	447.3775573025602	130.5801783889381	517
NG-29307_3_33_lib568931_7882_2	7581120	0	7581120	1	3786310	3794810	7017562	6935980	563558	6917528	7474234	0	83385	0	265	1144749120	571732810	573016310	1059651862	1058184931	0	0	21276802	2.010688e-02	151	151	151	151	151	151	35.0	295.1	82.1	3433031	32229	2730	0	91.2	364.4664287665725	98.06875050883359	396
NG-29307_7_44_lib568933_7882_2	7877583	0	7877583	1	3933554	3944029	7416076	7325412	461507	7305786	7758317	0	89722	0	324	1189515033	593966654	595548379	1119827476	1118116546	0	0	24192656	2.163697e-02	151	151	151	151	151	151	34.8	288.6	78.6	3621183	38381	3142	0	92.7	385.09974509227703	114.83193183087361	580
NG-29307_7_45_lib568934_7882_2	10938427	0	10938427	1	5460799	5477628	10010967	9916774	927460	9880676	10780089	0	118914	0	469	1651702477	824580649	827121828	1511656017	1509339275	0	0	33173590	2.197888e-02	151	151	151	151	151	151	34.7	295.6	79.0	4905445	46358	6584	0	90.3	519.8246125309591	251.42084520803525	949
NG-29307_7_46_lib568935_7882_2	10711587	0	10711587	1	5346953	5364634	9590853	9504884	1120734	9471384	10552722	0	266053	0	390	1617449637	807389903	810059734	1448218803	1446202080	0	0	28951412	2.001893e-02	151	151	151	151	151	151	34.8	295.2	80.2	4699833	46391	6218	0	88.4	498.09289334907544	219.3482425876333	662
NG-29307_7_47_lib568936_7882_2	10229073	0	10229073	1	5106497	5122576	9451675	9371106	777398	9342650	10110129	0	130967	0	513	1544590023	771081047	773508976	1427202925	1425186246	0	0	29263615	2.053319e-02	151	151	151	151	151	151	34.8	297.9	84.1	4636969	44174	4410	0	91.3	490.87572292471043	150.37377763396165	574
NG-29307_7_48_1_lib568937_7882_2	9000893	0	9000893	1	4494182	4506711	8334219	8235616	666674	8198984	8856679	0	143245	0	414	1359134843	678621482	680513361	1258467069	1256536195	0	0	27660191	2.201305e-02	151	151	151	151	151	151	34.8	297.1	83.5	4070534	40609	6665	0	91.1	432.7683691865863	162.1338454425689	757
NG-29307_7_49_lib568939_7882_2	10715410	0	10715410	1	5349160	5366250	9671017	9581290	1044393	9551490	10565645	0	121712	0	485	1618026910	807723160	810303750	1460323567	1458078158	0	0	31190566	2.139156e-02	151	151	151	151	151	151	34.9	287.3	79.9	4734345	52109	4191	0	89.1	502.17480006848984	169.7985120890317	703
NG-29307_7_50_lib568940_7882_2	8521921	0	8521921	1	4256407	4265514	7342226	7243566	1179695	7214986	8384060	0	112046	0	347	1286810071	642717457	644092614	1108676126	1106987241	0	0	24137286	2.180448e-02	151	151	151	151	151	151	34.8	306.2	86.1	3580290	36545	4948	0	84.7	381.25589062842903	135.96658997337315	719
NG-29307_7_51_lib568941_7882_2	10100896	0	10100896	1	5043102	5057794	9411116	9308716	689780	9272056	9947094	0	127403	0	454	1525235296	761508402	763726894	1421078516	1418925670	0	0	31637618	2.229688e-02	151	151	151	151	151	151	34.9	310.2	86.9	4606339	41897	6122	0	91.8	488.68761177405645	160.47796008184633	644
NG-29307_7_52_lib568942_7882_2	10113370	0	10113370	1	5049053	5064317	9143519	9055144	969851	9030746	9969864	0	122865	0	337	1527118870	762407003	764711867	1380671369	1378493679	0	0	29393595	2.132298e-02	151	151	151	151	151	151	34.9	276.4	74.9	4468158	55933	3481	0	89.3	474.7735613940376	139.22888111980066	892
NG-29307_7_53_lib568943_7882_2	10032437	0	10032437	1	5008208	5024229	9240528	9161506	791909	9138116	9911993	0	134918	0	436	1514897987	756239408	758658579	1395319728	1393216906	0	0	28840288	2.070050e-02	151	151	151	151	151	151	34.8	284.8	79.1	4526040	51613	3100	0	91.1	479.8653219730182	147.3527097572956	601
NG-29307_7_54_1_lib568944_7882_2	9563643	0	9563643	1	4775521	4788122	8740462	8646668	823181	8617330	9433035	0	100671	0	414	1444110093	721103671	723006422	1319809762	1317907552	0	0	28333983	2.149922e-02	151	151	151	151	151	151	34.8	309.8	88.3	4280451	38394	4489	0	90.1	453.908645950433	137.14591852599668	649
NG-29307_7_54_2_lib568945_7882_2	9664043	0	9664043	1	4825142	4838901	9098479	9005472	565564	8976922	9532890	0	106853	0	378	1459270493	728596442	730674051	1373870329	1371870790	0	0	29528158	2.152401e-02	151	151	151	151	151	151	34.8	305.8	85.9	4457953	40461	4322	0	92.9	472.4951724632134	135.96983591011252	640
ST20091665	5066403	0	5066403	1	2517597	2548806	4932061	4920020	134342	4895578	5051334	0	133786	0	340	759960450	377639550	382320900	739809150	739029201	0	0	1755437	2.375328e-03	150	150	150	150	150	150	38.0	323.8	142.5	2411132	47938	940	0	96.6	254.600359881886	127.82431958009158	403
ST20091693_S204_LALL	600352	0	600352	1	301526	298826	564930	545954	35422	544834	580597	0	7055	0	12	87501241	43952813	43548428	82390485	82254262	0	0	2095069	2.547064e-02	145	146	146	151	151	151	32.9	269.7	108.2	255692	17133	152	0	90.8	28.331106149308606	11.760593392726284	679
ST20091949_S1_L001	2003686	0	2003686	1	996942	1006744	1777090	1719616	226596	1717062	1936322	0	10437	0	251	500921500	249235500	251686000	444272500	443678597	0	0	9367936	2.111424e-02	250	250	250	250	250	250	36.1	356.2	74.2	829740	29518	550	0	85.7	152.78684973811582	65.90691578359458	499
ST20091954_S5	2082552	0	2082552	1	1041226	1041326	1992003	1982088	90549	1980966	2071724	0	49247	0	81	312382800	156183900	156198900	298800450	298447892	0	0	1967435	6.592222e-03	150	150	150	150	150	150	32.9	322.8	101.2	978589	12359	96	0	95.1	102.81691362180155	49.170753580415415	164
ST20100400	6355617	0	6355617	1	3176060	3179557	5679899	5655396	675718	5570116	6319022	0	110000	0	408	953342550	476409000	476933550	851984850	849752074	0	0	14304791	1.683408e-02	150	150	150	150	150	150	38.8	288.0	134.0	2716747	109251	1700	0	87.6	292.6978783643323	174.5023368574747	626
ST20100859_S1_L001	1581894	0	1581894	1	792591	789303	1383905	1333744	197989	1331650	1522638	0	6664	0	170	395473500	198147750	197325750	345976250	345365228	0	0	7232125	2.094051e-02	250	250	250	250	250	250	36.4	344.9	74.0	637133	29249	490	0	84.2	118.93166860686848	43.181875805682736	567
